,Unnamed: 0,Date,Symbol,Close,Adj Close,Name,Sector,Name_low2,url
0,2036,2023-02-03,A,154.5500030517578,154.5500030517578,Agilent Technologies,Health Care,agilent,https://app.outboundsales.io/api/logo/agilent.com
1,4073,2023-02-03,AAL,17.020000457763672,17.020000457763672,American Airlines Group,Industrials,american,https://app.outboundsales.io/api/logo/american.com
2,6110,2023-02-03,AAP,152.1699981689453,152.1699981689453,Advance Auto Parts,Consumer Discretionary,advance,https://app.outboundsales.io/api/logo/advance.com
3,8147,2023-02-03,AAPL,154.5,154.5,Apple,Information Technology,apple,https://app.outboundsales.io/api/logo/apple.com
4,10184,2023-02-03,ABBV,145.1999969482422,145.1999969482422,AbbVie,Health Care,abbvie,https://app.outboundsales.io/api/logo/abbvie.com
5,12221,2023-02-03,ABC,156.72999572753906,156.72999572753906,AmerisourceBergen,Health Care,amerisourcebergen,https://app.outboundsales.io/api/logo/amerisourcebergen.com
6,14258,2023-02-03,ABT,111.79000091552734,111.79000091552734,Abbott Laboratories,Health Care,abbott,https://app.outboundsales.io/api/logo/abbott.com
7,16295,2023-02-03,ACN,289.2200012207031,289.2200012207031,Accenture,Information Technology,accenture,https://app.outboundsales.io/api/logo/accenture.com
8,18332,2023-02-03,ADBE,379.3299865722656,379.3299865722656,Adobe,Information Technology,adobe,https://app.outboundsales.io/api/logo/adobe.com
9,20369,2023-02-03,ADI,178.82000732421875,178.82000732421875,Analog Devices,Information Technology,analog,https://app.outboundsales.io/api/logo/analog.com
10,22406,2023-02-03,ADM,82.27999877929688,82.27999877929688,ADM,Consumer Staples,adm,https://app.outboundsales.io/api/logo/adm.com
11,24443,2023-02-03,ADP,225.30999755859372,225.30999755859372,Automatic Data Processing,Information Technology,automatic,https://app.outboundsales.io/api/logo/automatic.com
12,26480,2023-02-03,ADSK,223.66000366210935,223.66000366210935,Autodesk,Information Technology,autodesk,https://app.outboundsales.io/api/logo/autodesk.com
13,28517,2023-02-03,AEE,85.30000305175781,85.30000305175781,Ameren Corp,Utilities,ameren,https://app.outboundsales.io/api/logo/ameren.com
14,30554,2023-02-03,AEP,92.11000061035156,92.11000061035156,American Electric Power,Utilities,american,https://app.outboundsales.io/api/logo/american.com
15,32591,2023-02-03,AES,26.239999771118164,26.239999771118164,AES Corp,Utilities,aes,https://app.outboundsales.io/api/logo/aes.com
16,34628,2023-02-03,AFL,69.38999938964844,69.38999938964844,Aflac,Financials,aflac,https://app.outboundsales.io/api/logo/aflac.com
17,36665,2023-02-03,AIG,58.75,58.75,American International Group,Financials,american,https://app.outboundsales.io/api/logo/american.com
18,38702,2023-02-03,AIZ,133.6300048828125,133.6300048828125,Assurant,Financials,assurant,https://app.outboundsales.io/api/logo/assurant.com
19,40739,2023-02-03,AJG,193.4900054931641,193.4900054931641,Arthur J. Gallagher & Co.,Financials,arthur,https://app.outboundsales.io/api/logo/arthur.com
20,42776,2023-02-03,AKAM,89.33000183105469,89.33000183105469,Akamai Technologies,Information Technology,akamai,https://app.outboundsales.io/api/logo/akamai.com
21,44813,2023-02-03,ALB,287.2300109863281,287.2300109863281,Albemarle Corporation,Materials,albemarle,https://app.outboundsales.io/api/logo/albemarle.com
22,46850,2023-02-03,ALGN,343.1000061035156,343.1000061035156,Align Technology,Health Care,align,https://app.outboundsales.io/api/logo/align.com
23,48887,2023-02-03,ALK,53.470001220703125,53.470001220703125,Alaska Air Group,Industrials,alaska,https://app.outboundsales.io/api/logo/alaska.com
24,50924,2023-02-03,ALL,131.3300018310547,131.3300018310547,Allstate Corp,Financials,allstate,https://app.outboundsales.io/api/logo/allstate.com
25,52961,2023-02-03,ALLE,122.93000030517578,122.93000030517578,Allegion,Industrials,allegion,https://app.outboundsales.io/api/logo/allegion.com
26,54998,2023-02-03,AMAT,119.9800033569336,119.9800033569336,Applied Materials,Information Technology,applied,https://app.outboundsales.io/api/logo/applied.com
27,56231,2023-02-03,AMCR,12.029999732971191,12.029999732971191,Amcor,Materials,amcor,https://app.outboundsales.io/api/logo/amcor.com
28,58268,2023-02-03,AMD,86.08999633789062,86.08999633789062,Advanced Micro Devices,Information Technology,advanced,https://app.outboundsales.io/api/logo/advanced.com
29,60305,2023-02-03,AME,146.3800048828125,146.3800048828125,Ametek,Industrials,ametek,https://app.outboundsales.io/api/logo/ametek.com
30,62342,2023-02-03,AMGN,245.1699981689453,245.1699981689453,Amgen,Health Care,amgen,https://app.outboundsales.io/api/logo/amgen.com
31,64379,2023-02-03,AMP,354.1000061035156,354.1000061035156,Ameriprise Financial,Financials,ameriprise,https://app.outboundsales.io/api/logo/ameriprise.com
32,66416,2023-02-03,AMT,222.05999755859372,222.05999755859372,American Tower,Real Estate,american,https://app.outboundsales.io/api/logo/american.com
33,68453,2023-02-03,AMZN,103.38999938964844,103.38999938964844,Amazon,Consumer Discretionary,amazon,https://app.outboundsales.io/api/logo/amazon.com
34,70490,2023-02-03,ANET,131.9600067138672,131.9600067138672,Arista Networks,Information Technology,arista,https://app.outboundsales.io/api/logo/arista.com
35,72527,2023-02-03,ANSS,275.2300109863281,275.2300109863281,Ansys,Information Technology,ansys,https://app.outboundsales.io/api/logo/ansys.com
36,74564,2023-02-03,AON,313.6400146484375,313.6400146484375,Aon,Financials,aon,https://app.outboundsales.io/api/logo/aon.com
37,76601,2023-02-03,AOS,69.05000305175781,69.05000305175781,A. O. Smith,Industrials,a.,https://app.outboundsales.io/api/logo/a.com
38,78638,2023-02-03,APA,42.040000915527344,42.040000915527344,APA Corporation,Energy,apa,https://app.outboundsales.io/api/logo/apa.com
39,80675,2023-02-03,APD,285.0199890136719,285.0199890136719,Air Products & Chemicals,Materials,air,https://app.outboundsales.io/api/logo/air.com
40,82712,2023-02-03,APH,81.62000274658203,81.62000274658203,Amphenol,Information Technology,amphenol,https://app.outboundsales.io/api/logo/amphenol.com
41,84749,2023-02-03,APTV,115.7300033569336,115.7300033569336,Aptiv,Consumer Discretionary,aptiv,https://app.outboundsales.io/api/logo/aptiv.com
42,86786,2023-02-03,ARE,167.7899932861328,167.7899932861328,Alexandria Real Estate Equities,Real Estate,alexandria,https://app.outboundsales.io/api/logo/alexandria.com
43,88823,2023-02-03,ATO,117.19000244140624,117.19000244140624,Atmos Energy,Utilities,atmos,https://app.outboundsales.io/api/logo/atmos.com
44,90860,2023-02-03,ATVI,75.23999786376953,75.23999786376953,Activision Blizzard,Communication Services,activision,https://app.outboundsales.io/api/logo/activision.com
45,92897,2023-02-03,AVB,180.25,180.25,AvalonBay Communities,Real Estate,avalonbay,https://app.outboundsales.io/api/logo/avalonbay.com
46,94934,2023-02-03,AVGO,597.6199951171875,597.6199951171875,Broadcom,Information Technology,broadcom,https://app.outboundsales.io/api/logo/broadcom.com
47,96971,2023-02-03,AVY,181.1999969482422,181.1999969482422,Avery Dennison,Materials,avery,https://app.outboundsales.io/api/logo/avery.com
48,99008,2023-02-03,AWK,156.61000061035156,156.61000061035156,American Water Works,Utilities,american,https://app.outboundsales.io/api/logo/american.com
49,101045,2023-02-03,AXP,178.86000061035156,178.86000061035156,American Express,Financials,american,https://app.outboundsales.io/api/logo/american.com
50,103082,2023-02-03,AZO,2398.510009765625,2398.510009765625,AutoZone,Consumer Discretionary,autozone,https://app.outboundsales.io/api/logo/autozone.com
51,105119,2023-02-03,BA,206.00999450683597,206.00999450683597,Boeing,Industrials,boeing,https://app.outboundsales.io/api/logo/boeing.com
52,107156,2023-02-03,BAC,36.43000030517578,36.43000030517578,Bank of America,Financials,bank,https://app.outboundsales.io/api/logo/bank.com
53,109193,2023-02-03,BAX,46.68000030517578,46.68000030517578,Baxter International,Health Care,baxter,https://app.outboundsales.io/api/logo/baxter.com
54,111230,2023-02-03,BBWI,46.84999847412109,46.84999847412109,Bath & Body Works Inc.,Consumer Discretionary,bath,https://app.outboundsales.io/api/logo/bath.com
55,113267,2023-02-03,BBY,90.31999969482422,90.31999969482422,Best Buy,Consumer Discretionary,best,https://app.outboundsales.io/api/logo/best.com
56,115304,2023-02-03,BDX,245.83999633789065,245.83999633789065,Becton Dickinson,Health Care,becton,https://app.outboundsales.io/api/logo/becton.com
57,117341,2023-02-03,BEN,33.27000045776367,33.27000045776367,Franklin Resources,Financials,franklin,https://app.outboundsales.io/api/logo/franklin.com
58,119378,2023-02-03,BIIB,283.6300048828125,283.6300048828125,Biogen,Health Care,biogen,https://app.outboundsales.io/api/logo/biogen.com
59,121415,2023-02-03,BIO,470.8800048828125,470.8800048828125,Bio-Rad Laboratories,Health Care,bio-rad,https://app.outboundsales.io/api/logo/bio.com
60,123452,2023-02-03,BK,50.22999954223633,50.22999954223633,BNY Mellon,Financials,bny,https://app.outboundsales.io/api/logo/bny.com
61,125489,2023-02-03,BKNG,2455.070068359375,2455.070068359375,Booking Holdings,Consumer Discretionary,booking,https://app.outboundsales.io/api/logo/booking.com
62,127526,2023-02-03,BKR,31.3700008392334,31.3700008392334,Baker Hughes,Energy,baker,https://app.outboundsales.io/api/logo/baker.com
63,129563,2023-02-03,BLK,757.1599731445312,757.1599731445312,BlackRock,Financials,blackrock,https://app.outboundsales.io/api/logo/blackrock.com
64,131600,2023-02-03,BMY,74.44999694824219,74.44999694824219,Bristol Myers Squibb,Health Care,bristol,https://app.outboundsales.io/api/logo/bristol.com
65,133637,2023-02-03,BR,153.5800018310547,153.5800018310547,Broadridge Financial Solutions,Information Technology,broadridge,https://app.outboundsales.io/api/logo/broadridge.com
66,135674,2023-02-03,BRO,58.38999938964844,58.38999938964844,Brown & Brown,Financials,brown,https://app.outboundsales.io/api/logo/brown.com
67,137711,2023-02-03,BSX,48.5,48.5,Boston Scientific,Health Care,boston,https://app.outboundsales.io/api/logo/boston.com
68,139748,2023-02-03,BWA,47.61000061035156,47.61000061035156,BorgWarner,Consumer Discretionary,borgwarner,https://app.outboundsales.io/api/logo/borgwarner.com
69,141785,2023-02-03,BXP,75.4800033569336,75.4800033569336,Boston Properties,Real Estate,boston,https://app.outboundsales.io/api/logo/boston.com
70,143822,2023-02-03,C,50.95000076293945,50.95000076293945,Citigroup,Financials,citigroup,https://app.outboundsales.io/api/logo/citigroup.com
71,145859,2023-02-03,CAG,36.45000076293945,36.45000076293945,Conagra Brands,Consumer Staples,conagra,https://app.outboundsales.io/api/logo/conagra.com
72,147896,2023-02-03,CAH,78.66999816894531,78.66999816894531,Cardinal Health,Health Care,cardinal,https://app.outboundsales.io/api/logo/cardinal.com
73,148622,2023-02-03,CARR,46.88999938964844,46.88999938964844,Carrier Global,Industrials,carrier,https://app.outboundsales.io/api/logo/carrier.com
74,150659,2023-02-03,CAT,247.75999450683597,247.75999450683597,Caterpillar,Industrials,caterpillar,https://app.outboundsales.io/api/logo/caterpillar.com
75,152696,2023-02-03,CB,209.83999633789065,209.83999633789065,Chubb,Financials,chubb,https://app.outboundsales.io/api/logo/chubb.com
76,154733,2023-02-03,CBOE,124.26000213623048,124.26000213623048,Cboe Global Markets,Financials,cboe,https://app.outboundsales.io/api/logo/cboe.com
77,156770,2023-02-03,CBRE,87.13999938964844,87.13999938964844,CBRE,Real Estate,cbre,https://app.outboundsales.io/api/logo/cbre.com
78,158807,2023-02-03,CCI,145.97000122070312,145.97000122070312,Crown Castle,Real Estate,crown,https://app.outboundsales.io/api/logo/crown.com
79,160844,2023-02-03,CCL,11.800000190734863,11.800000190734863,Carnival Corporation,Consumer Discretionary,carnival,https://app.outboundsales.io/api/logo/carnival.com
80,162047,2023-02-03,CDAY,76.19999694824219,76.19999694824219,Ceridian,Information Technology,ceridian,https://app.outboundsales.io/api/logo/ceridian.com
81,164084,2023-02-03,CDNS,185.8500061035156,185.8500061035156,Cadence Design Systems,Information Technology,cadence,https://app.outboundsales.io/api/logo/cadence.com
82,166121,2023-02-03,CDW,201.0800018310547,201.0800018310547,CDW,Information Technology,cdw,https://app.outboundsales.io/api/logo/cdw.com
83,168158,2023-02-03,CE,125.4499969482422,125.4499969482422,Celanese,Materials,celanese,https://app.outboundsales.io/api/logo/celanese.com
84,170195,2023-02-03,CF,85.93000030517578,85.93000030517578,CF Industries,Materials,cf,https://app.outboundsales.io/api/logo/cf.com
85,172232,2023-02-03,CFG,44.43999862670898,44.43999862670898,Citizens Financial Group,Financials,citizens,https://app.outboundsales.io/api/logo/citizens.com
86,174269,2023-02-03,CHD,82.9000015258789,82.9000015258789,Church & Dwight,Consumer Staples,church,https://app.outboundsales.io/api/logo/church.com
87,176306,2023-02-03,CHRW,103.62000274658205,103.62000274658205,C. H. Robinson,Industrials,c.,https://app.outboundsales.io/api/logo/c.com
88,178343,2023-02-03,CHTR,406.2999877929688,406.2999877929688,Charter Communications,Communication Services,charter,https://app.outboundsales.io/api/logo/charter.com
89,180380,2023-02-03,CI,292.5899963378906,292.5899963378906,Cigna,Health Care,cigna,https://app.outboundsales.io/api/logo/cigna.com
90,182417,2023-02-03,CINF,115.11000061035156,115.11000061035156,Cincinnati Financial,Financials,cincinnati,https://app.outboundsales.io/api/logo/cincinnati.com
91,184454,2023-02-03,CL,74.29000091552734,74.29000091552734,Colgate-Palmolive,Consumer Staples,colgate-palmolive,https://app.outboundsales.io/api/logo/colgate.com
92,186491,2023-02-03,CLX,154.77000427246094,154.77000427246094,Clorox,Consumer Staples,clorox,https://app.outboundsales.io/api/logo/clorox.com
93,188528,2023-02-03,CMA,75.38999938964844,75.38999938964844,Comerica,Financials,comerica,https://app.outboundsales.io/api/logo/comerica.com
94,190565,2023-02-03,CMCSA,39.970001220703125,39.970001220703125,Comcast,Communication Services,comcast,https://app.outboundsales.io/api/logo/comcast.com
95,192602,2023-02-03,CME,176.5500030517578,176.5500030517578,CME Group,Financials,cme,https://app.outboundsales.io/api/logo/cme.com
96,194639,2023-02-03,CMG,1692.969970703125,1692.969970703125,Chipotle Mexican Grill,Consumer Discretionary,chipotle,https://app.outboundsales.io/api/logo/chipotle.com
97,196676,2023-02-03,CMI,256.1099853515625,256.1099853515625,Cummins,Industrials,cummins,https://app.outboundsales.io/api/logo/cummins.com
98,198713,2023-02-03,CMS,62.75,62.75,CMS Energy,Utilities,cms,https://app.outboundsales.io/api/logo/cms.com
99,200750,2023-02-03,CNC,71.01000213623047,71.01000213623047,Centene Corporation,Health Care,centene,https://app.outboundsales.io/api/logo/centene.com
100,202787,2023-02-03,CNP,29.200000762939453,29.200000762939453,CenterPoint Energy,Utilities,centerpoint,https://app.outboundsales.io/api/logo/centerpoint.com
101,204824,2023-02-03,COF,121.44000244140624,121.44000244140624,Capital One Financial,Financials,capital,https://app.outboundsales.io/api/logo/capital.com
102,206861,2023-02-03,COO,354.489990234375,354.489990234375,The Cooper Companies,Health Care,the,https://app.outboundsales.io/api/logo/the.com
103,208898,2023-02-03,COP,108.11000061035156,108.11000061035156,ConocoPhillips,Energy,conocophillips,https://app.outboundsales.io/api/logo/conocophillips.com
104,210935,2023-02-03,COST,514.7999877929688,514.7999877929688,Costco,Consumer Staples,costco,https://app.outboundsales.io/api/logo/costco.com
105,212972,2023-02-03,CPB,50.880001068115234,50.880001068115234,Campbell Soup,Consumer Staples,campbell,https://app.outboundsales.io/api/logo/campbell.com
106,215009,2023-02-03,CPRT,68.63999938964844,68.63999938964844,Copart,Industrials,copart,https://app.outboundsales.io/api/logo/copart.com
107,217046,2023-02-03,CRL,250.3500061035156,250.3500061035156,Charles River Laboratories,Health Care,charles,https://app.outboundsales.io/api/logo/charles.com
108,219083,2023-02-03,CRM,171.0399932861328,171.0399932861328,Salesforce,Information Technology,salesforce,https://app.outboundsales.io/api/logo/salesforce.com
109,221120,2023-02-03,CSCO,48.630001068115234,48.630001068115234,Cisco Systems,Information Technology,cisco,https://app.outboundsales.io/api/logo/cisco.com
110,223157,2023-02-03,CSX,32.27000045776367,32.27000045776367,CSX,Industrials,csx,https://app.outboundsales.io/api/logo/csx.com
111,225194,2023-02-03,CTAS,442.4200134277344,442.4200134277344,Cintas Corporation,Industrials,cintas,https://app.outboundsales.io/api/logo/cintas.com
112,227231,2023-02-03,CTLT,56.04999923706055,56.04999923706055,Catalent,Health Care,catalent,https://app.outboundsales.io/api/logo/catalent.com
113,229268,2023-02-03,CTRA,24.26000022888184,24.26000022888184,Coterra,Energy,coterra,https://app.outboundsales.io/api/logo/coterra.com
114,231305,2023-02-03,CTSH,68.22000122070312,68.22000122070312,Cognizant Technology Solutions,Information Technology,cognizant,https://app.outboundsales.io/api/logo/cognizant.com
115,232237,2023-02-03,CTVA,61.5,61.5,Corteva,Materials,corteva,https://app.outboundsales.io/api/logo/corteva.com
116,234274,2023-02-03,CVS,85.7699966430664,85.7699966430664,CVS Health,Health Care,cvs,https://app.outboundsales.io/api/logo/cvs.com
117,236311,2023-02-03,CVX,169.4499969482422,169.4499969482422,Chevron Corporation,Energy,chevron,https://app.outboundsales.io/api/logo/chevron.com
118,238348,2023-02-03,CZR,54.9900016784668,54.9900016784668,Caesars Entertainment,Consumer Discretionary,caesars,https://app.outboundsales.io/api/logo/caesars.com
119,240385,2023-02-03,D,60.25,60.25,Dominion Energy,Utilities,dominion,https://app.outboundsales.io/api/logo/dominion.com
120,242422,2023-02-03,DAL,39.58000183105469,39.58000183105469,Delta Air Lines,Industrials,delta,https://app.outboundsales.io/api/logo/delta.com
121,244459,2023-02-03,DD,72.9800033569336,72.9800033569336,DuPont,Materials,dupont,https://app.outboundsales.io/api/logo/dupont.com
122,246496,2023-02-03,DE,406.05999755859375,406.05999755859375,Deere & Co.,Industrials,deere,https://app.outboundsales.io/api/logo/deere.com
123,248533,2023-02-03,DFS,119.0,119.0,Discover Financial Services,Financials,discover,https://app.outboundsales.io/api/logo/discover.com
124,250570,2023-02-03,DG,228.08999633789065,228.08999633789065,Dollar General,Consumer Discretionary,dollar,https://app.outboundsales.io/api/logo/dollar.com
125,252607,2023-02-03,DGX,142.80999755859375,142.80999755859375,Quest Diagnostics,Health Care,quest,https://app.outboundsales.io/api/logo/quest.com
126,254644,2023-02-03,DHI,99.47000122070312,99.47000122070312,D. R. Horton,Consumer Discretionary,d.,https://app.outboundsales.io/api/logo/d.com
127,256681,2023-02-03,DHR,269.8500061035156,269.8500061035156,Danaher Corporation,Health Care,danaher,https://app.outboundsales.io/api/logo/danaher.com
128,258718,2023-02-03,DIS,110.70999908447266,110.70999908447266,The Walt Disney Company,Communication Services,the,https://app.outboundsales.io/api/logo/the.com
129,260755,2023-02-03,DISH,15.079999923706056,15.079999923706056,Dish Network,Communication Services,dish,https://app.outboundsales.io/api/logo/dish.com
130,262792,2023-02-03,DLR,115.20999908447266,115.20999908447266,Digital Realty Trust,Real Estate,digital,https://app.outboundsales.io/api/logo/digital.com
131,264829,2023-02-03,DLTR,149.91000366210938,149.91000366210938,Dollar Tree,Consumer Discretionary,dollar,https://app.outboundsales.io/api/logo/dollar.com
132,266866,2023-02-03,DOV,159.61000061035156,159.61000061035156,Dover Corporation,Industrials,dover,https://app.outboundsales.io/api/logo/dover.com
133,267844,2023-02-03,DOW,60.0,60.0,Dow,Materials,dow,https://app.outboundsales.io/api/logo/dow.com
134,269881,2023-02-03,DPZ,359.6199951171875,359.6199951171875,Domino's Pizza,Consumer Discretionary,domino's,https://app.outboundsales.io/api/logo/domino.com
135,271918,2023-02-03,DRI,147.4199981689453,147.4199981689453,Darden Restaurants,Consumer Discretionary,darden,https://app.outboundsales.io/api/logo/darden.com
136,273955,2023-02-03,DTE,112.76000213623048,112.76000213623048,DTE Energy,Utilities,dte,https://app.outboundsales.io/api/logo/dte.com
137,275992,2023-02-03,DUK,100.58000183105467,100.58000183105467,Duke Energy,Utilities,duke,https://app.outboundsales.io/api/logo/duke.com
138,278029,2023-02-03,DVA,85.4800033569336,85.4800033569336,DaVita,Health Care,davita,https://app.outboundsales.io/api/logo/davita.com
139,280066,2023-02-03,DVN,60.84999847412109,60.84999847412109,Devon Energy,Energy,devon,https://app.outboundsales.io/api/logo/devon.com
140,282103,2023-02-03,DXC,28.88999938964844,28.88999938964844,DXC Technology,Information Technology,dxc,https://app.outboundsales.io/api/logo/dxc.com
141,284140,2023-02-03,DXCM,108.43000030517578,108.43000030517578,DexCom,Health Care,dexcom,https://app.outboundsales.io/api/logo/dexcom.com
142,286177,2023-02-03,EA,113.91999816894533,113.91999816894533,Electronic Arts,Communication Services,electronic,https://app.outboundsales.io/api/logo/electronic.com
143,288214,2023-02-03,EBAY,50.65999984741211,50.65999984741211,eBay,Consumer Discretionary,ebay,https://app.outboundsales.io/api/logo/ebay.com
144,290251,2023-02-03,ECL,153.2899932861328,153.2899932861328,Ecolab,Materials,ecolab,https://app.outboundsales.io/api/logo/ecolab.com
145,292288,2023-02-03,ED,92.93000030517578,92.93000030517578,Consolidated Edison,Utilities,consolidated,https://app.outboundsales.io/api/logo/consolidated.com
146,294325,2023-02-03,EFX,225.9900054931641,225.9900054931641,Equifax,Industrials,equifax,https://app.outboundsales.io/api/logo/equifax.com
147,296362,2023-02-03,EIX,66.87000274658203,66.87000274658203,Edison International,Utilities,edison,https://app.outboundsales.io/api/logo/edison.com
148,298399,2023-02-03,EL,269.5400085449219,269.5400085449219,Estée Lauder Companies,Consumer Staples,estée,https://app.outboundsales.io/api/logo/est.com
149,300436,2023-02-03,EMN,90.1999969482422,90.1999969482422,Eastman Chemical,Materials,eastman,https://app.outboundsales.io/api/logo/eastman.com
150,302473,2023-02-03,EMR,91.38999938964844,91.38999938964844,Emerson Electric Company,Industrials,emerson,https://app.outboundsales.io/api/logo/emerson.com
151,304510,2023-02-03,ENPH,222.92999267578125,222.92999267578125,Enphase Energy,Information Technology,enphase,https://app.outboundsales.io/api/logo/enphase.com
152,306547,2023-02-03,EOG,124.62000274658205,124.62000274658205,EOG Resources,Energy,eog,https://app.outboundsales.io/api/logo/eog.com
153,308584,2023-02-03,EQIX,733.0,733.0,Equinix,Real Estate,equinix,https://app.outboundsales.io/api/logo/equinix.com
154,310621,2023-02-03,EQR,64.7300033569336,64.7300033569336,Equity Residential,Real Estate,equity,https://app.outboundsales.io/api/logo/equity.com
155,312658,2023-02-03,ES,80.3499984741211,80.3499984741211,Eversource Energy,Utilities,eversource,https://app.outboundsales.io/api/logo/eversource.com
156,314695,2023-02-03,ESS,230.33999633789065,230.33999633789065,Essex Property Trust,Real Estate,essex,https://app.outboundsales.io/api/logo/essex.com
157,316732,2023-02-03,ETN,163.24000549316406,163.24000549316406,Eaton Corporation,Industrials,eaton,https://app.outboundsales.io/api/logo/eaton.com
158,318769,2023-02-03,ETR,108.08000183105467,108.08000183105467,Entergy,Utilities,entergy,https://app.outboundsales.io/api/logo/entergy.com
